NodeId,DateTime,AvgLoad,AvgMemoryUsed,AvgPercentMemoryUsed
19,2015-02-17 19:23:37.707,9,3.144384E+09,49.32486
19,2015-02-17 19:33:37.717,9,3.144442E+09,49.32576
19,2015-02-17 19:43:37.727,9,3.143966E+09,49.31831
19,2015-02-17 19:53:37.737,9,3.144155E+09,49.32127
19,2015-02-17 20:03:37.747,9,3.144388E+09,49.32493
19,2015-02-17 20:13:37.760,9,3.143913E+09,49.31747
19,2015-02-17 20:23:37.760,9,3.144454E+09,49.32596
19,2015-02-17 20:33:37.770,9,3.144642E+09,49.32891
19,2015-02-17 20:43:37.773,9,3.143934E+09,49.3178
19,2015-02-17 20:53:37.780,9,3.144237E+09,49.32255
19,2015-02-17 21:03:37.790,9,3.144491E+09,49.32653
19,2015-02-17 21:13:37.800,9,3.144016E+09,49.31908
19,2015-02-17 21:23:37.810,9,3.144356E+09,49.32441
19,2015-02-17 21:33:37.813,9,3.144429E+09,49.32557
19,2015-02-17 21:43:37.827,9,3.143966E+09,49.31831
19,2015-02-17 21:53:37.833,9,3.144474E+09,49.32628
19,2015-02-17 22:03:37.843,9,3.144691E+09,49.32969
19,2015-02-17 22:13:37.860,9,3.14395E+09,49.31805
19,2015-02-17 22:23:37.867,9,3.144462E+09,49.32608
19,2015-02-17 22:33:37.870,9,3.144462E+09,49.32608
19,2015-02-17 22:43:37.880,9,3.144245E+09,49.32268
19,2015-02-17 22:53:37.893,9,3.144216E+09,49.32223
19,2015-02-17 23:03:37.900,9,3.14445E+09,49.32577
19,2015-02-17 23:13:37.907,9,3.144261E+09,49.32294
19,2015-02-17 23:23:37.910,9,3.144544E+09,49.32737
19,2015-02-17 23:33:37.910,9,3.1447E+09,49.32981
19,2015-02-17 23:43:37.913,9,3.144278E+09,49.32319
